"bill","policy","sponsor","cosponsors"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Jones, Doug [D-AL]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Cramer, Kevin [R-ND]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Kaine, Tim [D-VA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Murray, Patty [D-WA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Burr, Richard [R-NC]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Isakson, Johnny [R-GA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Tester, Jon [D-MT]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Lankford, James [R-OK]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Ernst, Joni  [R-IA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Rosen, Jacky [D-NV]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Cardin, Benjamin L. [D-MD]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Alexander, Lamar [R-TN]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Roberts, Pat [R-KS]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Carper, Thomas R. [D-DE]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Barrasso, John [R-WY]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Scott, Tim [R-SC]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Warren, Elizabeth [D-MA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Daines, Steve [R-MT]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Blumenthal, Richard [D-CT]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Thune, John [R-SD]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Bennet, Michael F. [D-CO]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Cassidy, Bill [R-LA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Klobuchar, Amy [D-MN]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Harris, Kamala D. [D-CA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Hoeven, John [R-ND]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Schatz, Brian [D-HI]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Merkley, Jeff [D-OR]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Scott, Rick  [R-FL]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Markey, Edward J. [D-MA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Stabenow, Debbie [D-MI]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Blackburn, Marsha [R-TN]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Cotton, Tom [R-AR]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Peters, Gary C. [D-MI]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Kennedy, John [R-LA]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Durbin, Richard J. [D-IL]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. McSally, Martha [R-AZ]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Manchin, Joe, III [D-WV]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Reed, Jack [D-RI]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Smith, Tina  [D-MN]"
"S_133","Armed Forces and National Security","Sen. Murkowski, Lisa [R-AK]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1330","Energy","Sen. Duckworth, Tammy [D-IL]","Sen. Rosen, Jacky [D-NV]"
"S_1330","Energy","Sen. Duckworth, Tammy [D-IL]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Manchin, Joe, III [D-WV]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Murkowski, Lisa [R-AK]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Crapo, Mike [R-ID]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Risch, James E. [R-ID]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Cramer, Kevin [R-ND]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Ernst, Joni  [R-IA]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Rounds, Mike  [R-SD]"
"S_1331","Armed Forces and National Security","Sen. Grassley, Chuck [R-IA]","Sen. Loeffler, Kelly [R-GA]"
"S_1332","Economics and Public Finance","Sen. Paul, Rand [R-KY]","Sen. Paul, Rand [R-KY]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Kennedy, John [R-LA]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Peters, Gary C. [D-MI]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. King, Angus S., Jr. [I-ME]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Tester, Jon [D-MT]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Warner, Mark R. [D-VA]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Rubio, Marco [R-FL]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Scott, Rick  [R-FL]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Braun, Mike  [R-IN]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Daines, Steve [R-MT]"
"S_1333","Social Welfare","Sen. Carper, Thomas R. [D-DE]","Sen. Collins, Susan M. [R-ME]"
"S_1334","Health","Sen. Capito, Shelley Moore [R-WV]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1334","Health","Sen. Capito, Shelley Moore [R-WV]","Sen. Tester, Jon [D-MT]"
"S_1334","Health","Sen. Capito, Shelley Moore [R-WV]","Sen. Shaheen, Jeanne [D-NH]"
"S_1334","Health","Sen. Capito, Shelley Moore [R-WV]","Sen. Rosen, Jacky [D-NV]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Lee, Mike [R-UT]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Inhofe, James M. [R-OK]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Sasse, Ben  [R-NE]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Rounds, Mike  [R-SD]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Blackburn, Marsha [R-TN]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Paul, Rand [R-KY]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Cornyn, John [R-TX]"
"S_1335","Finance and Financial Sector","Sen. Cruz, Ted [R-TX]","Sen. Enzi, Michael B. [R-WY]"
"S_1336","Finance and Financial Sector","Sen. Warren, Elizabeth [D-MA]","Sen. Warner, Mark R. [D-VA]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Durbin, Richard J. [D-IL]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Klobuchar, Amy [D-MN]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Merkley, Jeff [D-OR]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Booker, Cory A. [D-NJ]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Blumenthal, Richard [D-CT]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Van Hollen, Chris [D-MD]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Bennet, Michael F. [D-CO]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Wyden, Ron [D-OR]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Harris, Kamala D. [D-CA]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Sanders, Bernard [I-VT]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Duckworth, Tammy [D-IL]"
"S_1337","Crime and Law Enforcement","Sen. Schatz, Brian [D-HI]","Sen. Smith, Tina  [D-MN]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Durbin, Richard J. [D-IL]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Booker, Cory A. [D-NJ]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Blumenthal, Richard [D-CT]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Markey, Edward J. [D-MA]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Warren, Elizabeth [D-MA]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Merkley, Jeff [D-OR]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Duckworth, Tammy [D-IL]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Murphy, Christopher [D-CT]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Harris, Kamala D. [D-CA]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Van Hollen, Chris [D-MD]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Brown, Sherrod [D-OH]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Klobuchar, Amy [D-MN]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Baldwin, Tammy [D-WI]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Sanders, Bernard [I-VT]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Bennet, Michael F. [D-CO]"
"S_1338","Education","Sen. Schatz, Brian [D-HI]","Sen. Rosen, Jacky [D-NV]"
"S_1339","Commerce","Sen. Ernst, Joni  [R-IA]","Sen. Sinema, Kyrsten [D-AZ]"
"S_134","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1340","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Rubio, Marco [R-FL]"
"S_1340","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Coons, Christopher A. [D-DE]"
"S_1340","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Isakson, Johnny [R-GA]"
"S_1340","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Young, Todd [R-IN]"
"S_1340","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Inhofe, James M. [R-OK]"
"S_1341","Commerce","Sen. Wicker, Roger F. [R-MS]","Sen. Blumenthal, Richard [D-CT]"
"S_1341","Commerce","Sen. Wicker, Roger F. [R-MS]","Sen. Markey, Edward J. [D-MA]"
"S_1342","Public Lands and Natural Resources","Sen. Peters, Gary C. [D-MI]","Sen. Young, Todd [R-IN]"
"S_1342","Public Lands and Natural Resources","Sen. Peters, Gary C. [D-MI]","Sen. Portman, Rob [R-OH]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Baldwin, Tammy [D-WI]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Warren, Elizabeth [D-MA]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Harris, Kamala D. [D-CA]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Blumenthal, Richard [D-CT]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Hirono, Mazie K. [D-HI]"
"S_1343","Health","Sen. Booker, Cory A. [D-NJ]","Sen. Stabenow, Debbie [D-MI]"
"S_1344","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Scott, Tim [R-SC]"
"S_1344","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Young, Todd [R-IN]"
"S_1344","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1344","Taxation","Sen. Booker, Cory A. [D-NJ]","Sen. Hoeven, John [R-ND]"
"S_1345","Environmental Protection","Sen. Heinrich, Martin [D-NM]","Sen. Sinema, Kyrsten [D-AZ]"
"S_1345","Environmental Protection","Sen. Heinrich, Martin [D-NM]","Sen. McSally, Martha [R-AZ]"
"S_1345","Environmental Protection","Sen. Heinrich, Martin [D-NM]","Sen. Alexander, Lamar [R-TN]"
"S_1346","Education","Sen. Booker, Cory A. [D-NJ]","Sen. Merkley, Jeff [D-OR]"
"S_1346","Education","Sen. Booker, Cory A. [D-NJ]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1346","Education","Sen. Booker, Cory A. [D-NJ]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1347","Government Operations and Politics","Sen. Rubio, Marco [R-FL]","Sen. Rubio, Marco [R-FL]"
"S_1348","Armed Forces and National Security","Sen. Sasse, Ben  [R-NE]","Sen. King, Angus S., Jr. [I-ME]"
"S_1348","Armed Forces and National Security","Sen. Sasse, Ben  [R-NE]","Sen. Rounds, Mike  [R-SD]"
"S_1348","Armed Forces and National Security","Sen. Sasse, Ben  [R-NE]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1349","Transportation and Public Works","Sen. Thune, John [R-SD]","Sen. Peters, Gary C. [D-MI]"
"S_1349","Transportation and Public Works","Sen. Thune, John [R-SD]","Sen. Duckworth, Tammy [D-IL]"
"S_135","Immigration","Sen. Thune, John [R-SD]","Sen. Cramer, Kevin [R-ND]"
"S_135","Immigration","Sen. Thune, John [R-SD]","Sen. Rounds, Mike  [R-SD]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. King, Angus S., Jr. [I-ME]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Blackburn, Marsha [R-TN]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Shaheen, Jeanne [D-NH]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Cramer, Kevin [R-ND]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Wicker, Roger F. [R-MS]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Murkowski, Lisa [R-AK]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Manchin, Joe, III [D-WV]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Inhofe, James M. [R-OK]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Boozman, John [R-AR]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_1350","Health","Sen. Cassidy, Bill [R-LA]","Sen. Cotton, Tom [R-AR]"
"S_1351","Taxation","Sen. Klobuchar, Amy [D-MN]","Sen. Smith, Tina  [D-MN]"
"S_1351","Taxation","Sen. Klobuchar, Amy [D-MN]","Sen. Hirono, Mazie K. [D-HI]"
"S_1351","Taxation","Sen. Klobuchar, Amy [D-MN]","Sen. Feinstein, Dianne [D-CA]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Klobuchar, Amy [D-MN]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Harris, Kamala D. [D-CA]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Markey, Edward J. [D-MA]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Durbin, Richard J. [D-IL]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Blumenthal, Richard [D-CT]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Menendez, Robert [D-NJ]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Hirono, Mazie K. [D-HI]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Duckworth, Tammy [D-IL]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Booker, Cory A. [D-NJ]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Shaheen, Jeanne [D-NH]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Rosen, Jacky [D-NV]"
"S_1352","Crime and Law Enforcement","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Sanders, Bernard [I-VT]"
"S_1353","Families","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Reed, Jack [D-RI]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Warren, Elizabeth [D-MA]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Brown, Sherrod [D-OH]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Harris, Kamala D. [D-CA]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Klobuchar, Amy [D-MN]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Duckworth, Tammy [D-IL]"
"S_1354","Education","Sen. Durbin, Richard J. [D-IL]","Sen. Smith, Tina  [D-MN]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Isakson, Johnny [R-GA]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Blunt, Roy [R-MO]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Collins, Susan M. [R-ME]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Coons, Christopher A. [D-DE]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Merkley, Jeff [D-OR]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Portman, Rob [R-OH]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Shaheen, Jeanne [D-NH]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Wicker, Roger F. [R-MS]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Cassidy, Bill [R-LA]"
"S_1355","Taxation","Sen. Bennet, Michael F. [D-CO]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1356","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Graham, Lindsey [R-SC]"
"S_1356","Government Operations and Politics","Sen. Klobuchar, Amy [D-MN]","Sen. Warner, Mark R. [D-VA]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Baldwin, Tammy [D-WI]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Harris, Kamala D. [D-CA]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Sanders, Bernard [I-VT]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Warren, Elizabeth [D-MA]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Van Hollen, Chris [D-MD]"
"S_1357","Health","Sen. Brown, Sherrod [D-OH]","Sen. Markey, Edward J. [D-MA]"
"S_1358","Government Operations and Politics","Sen. Daines, Steve [R-MT]","Sen. Daines, Steve [R-MT]"
"S_1359","Energy","Sen. Smith, Tina  [D-MN]","Sen. Heinrich, Martin [D-NM]"
"S_1359","Energy","Sen. Smith, Tina  [D-MN]","Sen. Kaine, Tim [D-VA]"
"S_1359","Energy","Sen. Smith, Tina  [D-MN]","Sen. Whitehouse, Sheldon [D-RI]"
"S_1359","Energy","Sen. Smith, Tina  [D-MN]","Sen. Schatz, Brian [D-HI]"
"S_1359","Energy","Sen. Smith, Tina  [D-MN]","Sen. Udall, Tom [D-NM]"
"S_136","Social Welfare","Sen. Wyden, Ron [D-OR]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_136","Social Welfare","Sen. Wyden, Ron [D-OR]","Sen. Blumenthal, Richard [D-CT]"
"S_136","Social Welfare","Sen. Wyden, Ron [D-OR]","Sen. Van Hollen, Chris [D-MD]"
"S_136","Social Welfare","Sen. Wyden, Ron [D-OR]","Sen. Jones, Doug [D-AL]"
"S_1360","Armed Forces and National Security","Sen. Peters, Gary C. [D-MI]","Sen. Lankford, James [R-OK]"
"S_1360","Armed Forces and National Security","Sen. Peters, Gary C. [D-MI]","Sen. Rounds, Mike  [R-SD]"
"S_1361","Economics and Public Finance","Sen. Cardin, Benjamin L. [D-MD]","Sen. Crapo, Mike [R-ID]"
"S_1361","Economics and Public Finance","Sen. Cardin, Benjamin L. [D-MD]","Sen. King, Angus S., Jr. [I-ME]"
"S_1361","Economics and Public Finance","Sen. Cardin, Benjamin L. [D-MD]","Sen. Cramer, Kevin [R-ND]"
"S_1362","Education","Sen. Tester, Jon [D-MT]","Sen. Merkley, Jeff [D-OR]"
"S_1362","Education","Sen. Tester, Jon [D-MT]","Sen. Bennet, Michael F. [D-CO]"
"S_1362","Education","Sen. Tester, Jon [D-MT]","Sen. Peters, Gary C. [D-MI]"
"S_1363","Government Operations and Politics","Sen. Schatz, Brian [D-HI]","Sen. Gardner, Cory [R-CO]"
"S_1363","Government Operations and Politics","Sen. Schatz, Brian [D-HI]","Sen. Portman, Rob [R-OH]"
"S_1363","Government Operations and Politics","Sen. Schatz, Brian [D-HI]","Sen. Harris, Kamala D. [D-CA]"
"S_1363","Government Operations and Politics","Sen. Schatz, Brian [D-HI]","Sen. Peters, Gary C. [D-MI]"
"S_1363","Government Operations and Politics","Sen. Schatz, Brian [D-HI]","Sen. Klobuchar, Amy [D-MN]"
"S_1364","Education","Sen. Stabenow, Debbie [D-MI]","Sen. Young, Todd [R-IN]"
"S_1364","Education","Sen. Stabenow, Debbie [D-MI]","Sen. Jones, Doug [D-AL]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Baldwin, Tammy [D-WI]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Blumenthal, Richard [D-CT]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Booker, Cory A. [D-NJ]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Harris, Kamala D. [D-CA]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Markey, Edward J. [D-MA]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Sanders, Bernard [I-VT]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Udall, Tom [D-NM]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Van Hollen, Chris [D-MD]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Klobuchar, Amy [D-MN]"
"S_1365","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_1366","Crime and Law Enforcement","Sen. Markey, Edward J. [D-MA]","Sen. Shaheen, Jeanne [D-NH]"
"S_1366","Crime and Law Enforcement","Sen. Markey, Edward J. [D-MA]","Sen. Brown, Sherrod [D-OH]"
"S_1366","Crime and Law Enforcement","Sen. Markey, Edward J. [D-MA]","Sen. Durbin, Richard J. [D-IL]"
"S_1366","Crime and Law Enforcement","Sen. Markey, Edward J. [D-MA]","Sen. Hassan, Margaret Wood [D-NH]"
"S_1366","Crime and Law Enforcement","Sen. Markey, Edward J. [D-MA]","Sen. Manchin, Joe, III [D-WV]"
"S_1367","Government Operations and Politics","Sen. Blunt, Roy [R-MO]","Sen. Coons, Christopher A. [D-DE]"
"S_1368","Native Americans","Sen. Burr, Richard [R-NC]","Sen. Tillis, Thom [R-NC]"
"S_1369","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Boozman, John [R-AR]"
"S_1369","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Cassidy, Bill [R-LA]"
"S_1369","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Rubio, Marco [R-FL]"
"S_137","Taxation","Sen. Shaheen, Jeanne [D-NH]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_137","Taxation","Sen. Shaheen, Jeanne [D-NH]","Sen. Klobuchar, Amy [D-MN]"
"S_137","Taxation","Sen. Shaheen, Jeanne [D-NH]","Sen. Schatz, Brian [D-HI]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Jones, Doug [D-AL]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Toomey, Pat [R-PA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Warner, Mark R. [D-VA]"
"S_1370","Taxation","Sen. Cassidy, Bill [R-LA]","Sen. Grassley, Chuck [R-IA]"
