"bill","policy","sponsor","cosponsors"
"S_4725","Energy","Sen. Coons, Christopher A. [D-DE]","Sen. Cassidy, Bill [R-LA]"
"S_4726","Energy","Sen. Shaheen, Jeanne [D-NH]","Sen. Shaheen, Jeanne [D-NH]"
"S_4727","Energy","Sen. Whitehouse, Sheldon [D-RI]","Sen. Whitehouse, Sheldon [D-RI]"
"S_4728","International Affairs","Sen. Coons, Christopher A. [D-DE]","Sen. Rubio, Marco [R-FL]"
"S_4728","International Affairs","Sen. Coons, Christopher A. [D-DE]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4728","International Affairs","Sen. Coons, Christopher A. [D-DE]","Sen. Van Hollen, Chris [D-MD]"
"S_4728","International Affairs","Sen. Coons, Christopher A. [D-DE]","Sen. Romney, Mitt  [R-UT]"
"S_4728","International Affairs","Sen. Coons, Christopher A. [D-DE]","Sen. Durbin, Richard J. [D-IL]"
"S_4729","Foreign Trade and International Finance","Sen. Grassley, Chuck [R-IA]","Sen. Grassley, Chuck [R-IA]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Portman, Rob [R-OH]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Durbin, Richard J. [D-IL]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Menendez, Robert [D-NJ]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Peters, Gary C. [D-MI]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Shaheen, Jeanne [D-NH]"
"S_473","Government Operations and Politics","Sen. Booker, Cory A. [D-NJ]","Sen. Hassan, Margaret Wood [D-NH]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Fischer, Deb [R-NE]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Feinstein, Dianne [D-CA]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Coons, Christopher A. [D-DE]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Murkowski, Lisa [R-AK]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Shaheen, Jeanne [D-NH]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Merkley, Jeff [D-OR]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Baldwin, Tammy [D-WI]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Booker, Cory A. [D-NJ]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Capito, Shelley Moore [R-WV]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Bennet, Michael F. [D-CO]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Toomey, Pat [R-PA]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Hassan, Margaret Wood [D-NH]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Murphy, Christopher [D-CT]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Blumenthal, Richard [D-CT]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Smith, Tina  [D-MN]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Hyde-Smith, Cindy [R-MS]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. McSally, Martha [R-AZ]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Daines, Steve [R-MT]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Kaine, Tim [D-VA]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Collins, Susan M. [R-ME]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Moran, Jerry [R-KS]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Boozman, John [R-AR]"
"S_4730","Finance and Financial Sector","Sen. Cortez Masto, Catherine  [D-NV]","Sen. Young, Todd [R-IN]"
"S_4731","Science, Technology, Communications","Sen. Rosen, Jacky [D-NV]","Sen. Cornyn, John [R-TX]"
"S_4732","Health","Sen. Hirono, Mazie K. [D-HI]","Sen. Booker, Cory A. [D-NJ]"
"S_4732","Health","Sen. Hirono, Mazie K. [D-HI]","Sen. Blumenthal, Richard [D-CT]"
"S_4732","Health","Sen. Hirono, Mazie K. [D-HI]","Sen. Klobuchar, Amy [D-MN]"
"S_4732","Health","Sen. Hirono, Mazie K. [D-HI]","Sen. Warren, Elizabeth [D-MA]"
"S_4732","Health","Sen. Hirono, Mazie K. [D-HI]","Sen. Reed, Jack [D-RI]"
"S_4733","Public Lands and Natural Resources","Sen. Blumenthal, Richard [D-CT]","Sen. Blumenthal, Richard [D-CT]"
"S_4734","Health","Sen. Portman, Rob [R-OH]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4735","Congress","Sen. Hassan, Margaret Wood [D-NH]","Sen. Paul, Rand [R-KY]"
"S_4736","Environmental Protection","Sen. Klobuchar, Amy [D-MN]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_4736","Environmental Protection","Sen. Klobuchar, Amy [D-MN]","Sen. Stabenow, Debbie [D-MI]"
"S_4736","Environmental Protection","Sen. Klobuchar, Amy [D-MN]","Sen. Smith, Tina  [D-MN]"
"S_4736","Environmental Protection","Sen. Klobuchar, Amy [D-MN]","Sen. Durbin, Richard J. [D-IL]"
"S_4737","Health","Sen. Smith, Tina  [D-MN]","Sen. Smith, Tina  [D-MN]"
"S_4738","Labor and Employment","Sen. Murray, Patty [D-WA]","Sen. Brown, Sherrod [D-OH]"
"S_4738","Labor and Employment","Sen. Murray, Patty [D-WA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4739","International Affairs","Sen. Murray, Patty [D-WA]","Sen. Murray, Patty [D-WA]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Cardin, Benjamin L. [D-MD]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Carper, Thomas R. [D-DE]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Coons, Christopher A. [D-DE]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Duckworth, Tammy [D-IL]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Klobuchar, Amy [D-MN]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Menendez, Robert [D-NJ]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Stabenow, Debbie [D-MI]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Tester, Jon [D-MT]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Smith, Tina  [D-MN]"
"S_474","Health","Sen. Wyden, Ron [D-OR]","Sen. Peters, Gary C. [D-MI]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Menendez, Robert [D-NJ]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Van Hollen, Chris [D-MD]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Duckworth, Tammy [D-IL]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Brown, Sherrod [D-OH]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Merkley, Jeff [D-OR]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Bennet, Michael F. [D-CO]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Warren, Elizabeth [D-MA]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Markey, Edward J. [D-MA]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Hirono, Mazie K. [D-HI]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Baldwin, Tammy [D-WI]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Rosen, Jacky [D-NV]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Schatz, Brian [D-HI]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Klobuchar, Amy [D-MN]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Reed, Jack [D-RI]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Smith, Tina  [D-MN]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Blumenthal, Richard [D-CT]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. Durbin, Richard J. [D-IL]"
"S_4740","Health","Sen. Murray, Patty [D-WA]","Sen. King, Angus S., Jr. [I-ME]"
"S_4741","Immigration","Sen. Bennet, Michael F. [D-CO]","Sen. Merkley, Jeff [D-OR]"
"S_4742","Health","Sen. Burr, Richard [R-NC]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4742","Health","Sen. Burr, Richard [R-NC]","Sen. Brown, Sherrod [D-OH]"
"S_4743","Government Operations and Politics","Sen. Rounds, Mike  [R-SD]","Sen. Rounds, Mike  [R-SD]"
"S_4744","Public Lands and Natural Resources","Sen. Cruz, Ted [R-TX]","Sen. Cruz, Ted [R-TX]"
"S_4745","Health","Sen. Smith, Tina  [D-MN]","Sen. Murray, Patty [D-WA]"
"S_4745","Health","Sen. Smith, Tina  [D-MN]","Sen. Shaheen, Jeanne [D-NH]"
"S_4745","Health","Sen. Smith, Tina  [D-MN]","Sen. Hirono, Mazie K. [D-HI]"
"S_4745","Health","Sen. Smith, Tina  [D-MN]","Sen. Hassan, Margaret Wood [D-NH]"
"S_4745","Health","Sen. Smith, Tina  [D-MN]","Sen. Klobuchar, Amy [D-MN]"
"S_4746","Armed Forces and National Security","Sen. Daines, Steve [R-MT]","Sen. Manchin, Joe, III [D-WV]"
"S_4747","Families","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Young, Todd [R-IN]"
"S_4748","Crime and Law Enforcement","Sen. Duckworth, Tammy [D-IL]","Sen. Duckworth, Tammy [D-IL]"
"S_4749","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Booker, Cory A. [D-NJ]"
"S_4749","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Tillis, Thom [R-NC]"
"S_4749","International Affairs","Sen. Cornyn, John [R-TX]","Sen. Carper, Thomas R. [D-DE]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Bennet, Michael F. [D-CO]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Cardin, Benjamin L. [D-MD]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Klobuchar, Amy [D-MN]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Merkley, Jeff [D-OR]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Whitehouse, Sheldon [D-RI]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Coons, Christopher A. [D-DE]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Cantwell, Maria [D-WA]"
"S_475","Health","Sen. Wyden, Ron [D-OR]","Sen. Smith, Tina  [D-MN]"
"S_4750","Science, Technology, Communications","Sen. Heinrich, Martin [D-NM]","Sen. Heinrich, Martin [D-NM]"
"S_4751","Taxation","Sen. Daines, Steve [R-MT]","Sen. Grassley, Chuck [R-IA]"
"S_4751","Taxation","Sen. Daines, Steve [R-MT]","Sen. Roberts, Pat [R-KS]"
"S_4752","Native Americans","Sen. Warren, Elizabeth [D-MA]","Sen. Merkley, Jeff [D-OR]"
"S_4752","Native Americans","Sen. Warren, Elizabeth [D-MA]","Sen. Smith, Tina  [D-MN]"
"S_4753","Armed Forces and National Security","Sen. Booker, Cory A. [D-NJ]","Sen. Blackburn, Marsha [R-TN]"
"S_4754","Taxation","Sen. Perdue, David [R-GA]","Sen. Cassidy, Bill [R-LA]"
"S_4755","Finance and Financial Sector","Sen. Booker, Cory A. [D-NJ]","Sen. Booker, Cory A. [D-NJ]"
"S_4756","Science, Technology, Communications","Sen. Kennedy, John [R-LA]","Sen. Kennedy, John [R-LA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Booker, Cory A. [D-NJ]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Duckworth, Tammy [D-IL]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Smith, Tina  [D-MN]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Van Hollen, Chris [D-MD]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Hassan, Margaret Wood [D-NH]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Blumenthal, Richard [D-CT]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Peters, Gary C. [D-MI]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. McSally, Martha [R-AZ]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Baldwin, Tammy [D-WI]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Carper, Thomas R. [D-DE]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Menendez, Robert [D-NJ]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Coons, Christopher A. [D-DE]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Feinstein, Dianne [D-CA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Casey, Robert P., Jr. [D-PA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Leahy, Patrick J. [D-VT]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Shaheen, Jeanne [D-NH]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Murray, Patty [D-WA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Rosen, Jacky [D-NV]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Heinrich, Martin [D-NM]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Schatz, Brian [D-HI]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Warren, Elizabeth [D-MA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Reed, Jack [D-RI]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Merkley, Jeff [D-OR]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Harris, Kamala D. [D-CA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Kaine, Tim [D-VA]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Hirono, Mazie K. [D-HI]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Bennet, Michael F. [D-CO]"
"S_4757","Animals","Sen. Durbin, Richard J. [D-IL]","Sen. Cantwell, Maria [D-WA]"
"S_4758","Science, Technology, Communications","Sen. Manchin, Joe, III [D-WV]","Sen. Cornyn, John [R-TX]"
"S_4759","International Affairs","Sen. Menendez, Robert [D-NJ]","Sen. Menendez, Robert [D-NJ]"
"S_476","Health","Sen. Wyden, Ron [D-OR]","Sen. Brown, Sherrod [D-OH]"
"S_476","Health","Sen. Wyden, Ron [D-OR]","Sen. Carper, Thomas R. [D-DE]"
"S_476","Health","Sen. Wyden, Ron [D-OR]","Sen. Tester, Jon [D-MT]"
"S_476","Health","Sen. Wyden, Ron [D-OR]","Sen. Coons, Christopher A. [D-DE]"
"S_476","Health","Sen. Wyden, Ron [D-OR]","Sen. Markey, Edward J. [D-MA]"
"S_4760","Health","Sen. Bennet, Michael F. [D-CO]","Sen. Young, Todd [R-IN]"
"S_4761","Health","Sen. King, Angus S., Jr. [I-ME]","Sen. King, Angus S., Jr. [I-ME]"
"S_4762","Transportation and Public Works","Sen. Burr, Richard [R-NC]","Sen. Tillis, Thom [R-NC]"
"S_4762","Transportation and Public Works","Sen. Burr, Richard [R-NC]","Sen. Klobuchar, Amy [D-MN]"
"S_4762","Transportation and Public Works","Sen. Burr, Richard [R-NC]","Sen. Warner, Mark R. [D-VA]"
"S_4763","Armed Forces and National Security","Sen. Kennedy, John [R-LA]","Sen. Kennedy, John [R-LA]"
"S_4764","Housing and Community Development","Sen. Tillis, Thom [R-NC]","Sen. Cornyn, John [R-TX]"
"S_4765","Armed Forces and National Security","Sen. Young, Todd [R-IN]","Sen. Shaheen, Jeanne [D-NH]"
"S_4765","Armed Forces and National Security","Sen. Young, Todd [R-IN]","Sen. Boozman, John [R-AR]"
"S_4766","Government Operations and Politics","Sen. Warner, Mark R. [D-VA]","Sen. Kaine, Tim [D-VA]"
"S_4766","Government Operations and Politics","Sen. Warner, Mark R. [D-VA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4766","Government Operations and Politics","Sen. Warner, Mark R. [D-VA]","Sen. Van Hollen, Chris [D-MD]"
"S_4766","Government Operations and Politics","Sen. Warner, Mark R. [D-VA]","Sen. Brown, Sherrod [D-OH]"
"S_4767","Health","Sen. Casey, Robert P., Jr. [D-PA]","Sen. Stabenow, Debbie [D-MI]"
"S_4768","Agriculture and Food","Sen. Cotton, Tom [R-AR]","Sen. Cotton, Tom [R-AR]"
"S_4769","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Booker, Cory A. [D-NJ]"
"S_4769","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Harris, Kamala D. [D-CA]"
"S_4769","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_4769","Health","Sen. Warren, Elizabeth [D-MA]","Sen. Smith, Tina  [D-MN]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Harris, Kamala D. [D-CA]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Warren, Elizabeth [D-MA]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Van Hollen, Chris [D-MD]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Shaheen, Jeanne [D-NH]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Klobuchar, Amy [D-MN]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Merkley, Jeff [D-OR]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Wyden, Ron [D-OR]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Feinstein, Dianne [D-CA]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Blumenthal, Richard [D-CT]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Booker, Cory A. [D-NJ]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Sanders, Bernard [I-VT]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Cardin, Benjamin L. [D-MD]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Hirono, Mazie K. [D-HI]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Leahy, Patrick J. [D-VT]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Stabenow, Debbie [D-MI]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Murphy, Christopher [D-CT]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. Rosen, Jacky [D-NV]"
"S_477","Environmental Protection","Sen. Markey, Edward J. [D-MA]","Sen. King, Angus S., Jr. [I-ME]"
"S_4770","Social Welfare","Sen. Schatz, Brian [D-HI]","Sen. Merkley, Jeff [D-OR]"
"S_4771","Labor and Employment","Sen. Wyden, Ron [D-OR]","Sen. Schumer, Charles E. [D-NY]"
"S_4772","Science, Technology, Communications","Sen. Schatz, Brian [D-HI]","Sen. Bennet, Michael F. [D-CO]"
"S_4772","Science, Technology, Communications","Sen. Schatz, Brian [D-HI]","Sen. Klobuchar, Amy [D-MN]"
"S_4773","Commerce","Sen. Collins, Susan M. [R-ME]","Sen. Rubio, Marco [R-FL]"
"S_4774","Transportation and Public Works","Sen. Wicker, Roger F. [R-MS]","Sen. Collins, Susan M. [R-ME]"
"S_4775","Commerce","Sen. McConnell, Mitch [R-KY]","Sen. McConnell, Mitch [R-KY]"
"S_4776","Government Operations and Politics","Sen. Shaheen, Jeanne [D-NH]","Sen. Lankford, James [R-OK]"
"S_4776","Government Operations and Politics","Sen. Shaheen, Jeanne [D-NH]","Sen. King, Angus S., Jr. [I-ME]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Brown, Sherrod [D-OH]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Murray, Patty [D-WA]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Sanders, Bernard [I-VT]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Duckworth, Tammy [D-IL]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Schatz, Brian [D-HI]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Cardin, Benjamin L. [D-MD]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Warren, Elizabeth [D-MA]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Warner, Mark R. [D-VA]"
"S_4777","Government Operations and Politics","Sen. Hirono, Mazie K. [D-HI]","Sen. Kaine, Tim [D-VA]"
"S_4778","Armed Forces and National Security","Sen. Capito, Shelley Moore [R-WV]","Sen. Manchin, Joe, III [D-WV]"
"S_4778","Armed Forces and National Security","Sen. Capito, Shelley Moore [R-WV]","Sen. Braun, Mike  [R-IN]"
"S_4779","Law","Sen. Young, Todd [R-IN]","Sen. Young, Todd [R-IN]"
"S_478","Social Welfare","Sen. Sanders, Bernard [I-VT]","Sen. Gillibrand, Kirsten E. [D-NY]"
"S_478","Social Welfare","Sen. Sanders, Bernard [I-VT]","Sen. Merkley, Jeff [D-OR]"
"S_478","Social Welfare","Sen. Sanders, Bernard [I-VT]","Sen. Booker, Cory A. [D-NJ]"
"S_478","Social Welfare","Sen. Sanders, Bernard [I-VT]","Sen. Harris, Kamala D. [D-CA]"
"S_4780","Taxation","Sen. Kennedy, John [R-LA]","Sen. Kennedy, John [R-LA]"
"S_4781","Labor and Employment","Sen. Harris, Kamala D. [D-CA]","Sen. Brown, Sherrod [D-OH]"
"S_4781","Labor and Employment","Sen. Harris, Kamala D. [D-CA]","Sen. Baldwin, Tammy [D-WI]"
"S_4781","Labor and Employment","Sen. Harris, Kamala D. [D-CA]","Sen. Warren, Elizabeth [D-MA]"
"S_4781","Labor and Employment","Sen. Harris, Kamala D. [D-CA]","Sen. Merkley, Jeff [D-OR]"
"S_4781","Labor and Employment","Sen. Harris, Kamala D. [D-CA]","Sen. Murray, Patty [D-WA]"
"S_4782","Education","Sen. Heinrich, Martin [D-NM]","Sen. Heinrich, Martin [D-NM]"
"S_4783","Taxation","Sen. Menendez, Robert [D-NJ]","Sen. Wicker, Roger F. [R-MS]"
"S_4784","Foreign Trade and International Finance","Sen. Grassley, Chuck [R-IA]","Sen. Grassley, Chuck [R-IA]"
"S_4785","Economics and Public Finance","Sen. Portman, Rob [R-OH]","Sen. Peters, Gary C. [D-MI]"
"S_4786","Native Americans","Sen. Wyden, Ron [D-OR]","Sen. Wyden, Ron [D-OR]"
"S_4787","Native Americans","Sen. McSally, Martha [R-AZ]","Sen. McSally, Martha [R-AZ]"
"S_4788","Education","Sen. Toomey, Pat [R-PA]","Sen. Cramer, Kevin [R-ND]"
"S_4788","Education","Sen. Toomey, Pat [R-PA]","Sen. Loeffler, Kelly [R-GA]"
"S_4788","Education","Sen. Toomey, Pat [R-PA]","Sen. Sasse, Ben  [R-NE]"
"S_4788","Education","Sen. Toomey, Pat [R-PA]","Sen. Perdue, David [R-GA]"
"S_4789","Science, Technology, Communications","Sen. Cornyn, John [R-TX]","Sen. Manchin, Joe, III [D-WV]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Blumenthal, Richard [D-CT]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Feinstein, Dianne [D-CA]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Durbin, Richard J. [D-IL]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Schumer, Charles E. [D-NY]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Hassan, Margaret Wood [D-NH]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Merkley, Jeff [D-OR]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Stabenow, Debbie [D-MI]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Murphy, Christopher [D-CT]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Harris, Kamala D. [D-CA]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Portman, Rob [R-OH]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Sanders, Bernard [I-VT]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Booker, Cory A. [D-NJ]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Coons, Christopher A. [D-DE]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Collins, Susan M. [R-ME]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Udall, Tom [D-NM]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Cortez Masto, Catherine  [D-NV]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. McSally, Martha [R-AZ]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Warren, Elizabeth [D-MA]"
"S_479","Crime and Law Enforcement","Sen. Toomey, Pat [R-PA]","Sen. Baldwin, Tammy [D-WI]"
